,coordinate,ip,country,timest,os,connection_type,accuracy,event_type,gps_speed,app_id,count
1324,44.7667|-75.5834,24.104.182.90,CAN,1601553681,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1325,45.5662|-73.5814,24.231.101.94,CAN,1601556446,android,na,19,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1326,49.1641|-102.9916,"\\""""",CAN,1601556726,android,na,3,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
1327,42.9968|-82.3682,108.170.132.218,CAN,1601554052,ios,wifi,10,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1328,42.3938|-82.2120,209.171.88.202,CAN,1601556129,ios,carrier,14,GPS,"\\""""",ca4ed511dda99b0011ae826feaa79699,1
1329,46.8468|-71.2342,184.162.126.246,CAN,1601556074,android,wifi,2654,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1330,45.6148|-77.5279,64.229.1.199,CAN,1601553671,ios,wifi,20,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1331,43.4078|-80.2787,104.158.113.157,CAN,1601555113,ios,wifi,5,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
1332,45.5315|-73.7937,67.68.238.102,CAN,1601556887,android,wifi,1151,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1333,43.6116|-79.7060,99.246.186.97,CAN,1601557050,android,wifi,6,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
1334,43.2622|-79.8976,70.54.54.90,CAN,1601555453,android,wifi,19,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1335,53.5282|-113.5832,68.149.44.131,CAN,1601556535,android,wifi,10,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
1336,49.1137|-122.8027,70.71.140.11,CAN,1601556436,android,wifi,17,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1337,45.4082|-71.9067,"\\""""",CAN,1601556483,android,na,16,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1338,45.5626|-73.6076,67.69.76.63,CAN,1601554676,android,carrier,9,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
1339,43.9174|-79.5357,99.247.65.100,CAN,1601554015,ios,wifi,12,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
1340,43.6454|-79.8968,"\\""""",CAN,1601553977,android,na,2,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1341,43.1828|-79.2448,216.121.130.11,CAN,1601554616,android,wifi,7,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1342,43.4595|-80.4512,99.251.46.45,CAN,1601553854,android,wifi,4651,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1343,43.6714|-79.4185,"\\""""",CAN,1601555714,android,na,10,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1344,50.9817|-113.9648,"\\""""",CAN,1601553738,android,na,14,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1345,43.5328|-80.2788,"\\""""",CAN,1601557126,android,na,9,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
1346,45.3466|-75.6430,70.31.50.221,CAN,1601554628,ios,wifi,2,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1347,47.6800|-64.7999,"\\""""",CAN,1601554103,android,na,2,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1348,48.8403|-67.5126,209.54.79.44,CAN,1601555151,ios,wifi,17,GPS,"\\""""",e564bc4891e10a54b53c646aead37a82,1
1349,45.5059|-73.6310,173.178.97.248,CAN,1601556218,android,wifi,20,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1350,43.9563|-78.8402,99.248.124.101,CAN,1601557102,ios,wifi,5,GPS,"\\""""",4dbd18754728fc6244bc06ff8742707e,1
1351,42.9189|-79.6188,72.136.3.153,CAN,1601554054,android,wifi,17652,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1352,43.4407|-80.4646,99.250.113.129,CAN,1601554620,android,wifi,12,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1353,52.1952|-105.1194,69.11.100.211,CAN,1601554980,android,na,9,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1354,43.8169|-79.6107,64.229.27.13,CAN,1601556927,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1355,48.5925|-68.2719,207.134.243.83,CAN,1601556166,android,wifi,4,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1356,45.5676|-73.6094,142.169.78.212,CAN,1601555962,android,carrier,8743,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,2
1357,52.8431|-110.8495,174.90.223.13,CAN,1601556448,android,carrier,9,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
1358,45.8541|-73.9738,142.113.10.207,CAN,1601554935,android,wifi,6,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
1359,43.8867|-79.0086,99.232.11.15,CAN,1601556587,android,wifi,8,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1360,49.1257|-121.9576,50.67.187.51,CAN,1601556321,ios,wifi,4,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
1361,46.6853|-71.2923,70.48.142.188,CAN,1601556352,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1362,43.7212|-79.2793,72.136.122.184,CAN,1601556512,android,carrier,16,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
1363,45.4333|-75.7805,142.169.78.116,CAN,1601556880,android,carrier,17,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
1364,46.3593|-79.4090,70.31.23.222,CAN,1601557057,android,wifi,5,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1365,46.3063|-74.1793,142.169.78.177,CAN,1601555093,android,carrier,9,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
1366,43.5054|-79.6641,24.114.97.22,CAN,1601553922,android,wifi,10,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1367,42.8574|-80.5111,64.39.180.194,CAN,1601555962,ios,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1368,43.6557|-79.4652,108.162.138.212,CAN,1601555549,ios,wifi,9,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1369,43.8303|-79.0997,99.231.154.6,CAN,1601554206,android,wifi,14,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1370,45.8322|-82.1619,24.139.11.18,CAN,1601557094,android,wifi,14,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1371,42.2994|-83.0254,24.57.8.229,CAN,1601554948,android,wifi,16,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1372,45.3584|-75.7216,72.141.1.54,CAN,1601554608,android,na,21,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1373,43.6789|-79.8087,99.234.119.84,CAN,1601555350,ios,wifi,5,GPS,"\\""""",6ba29b9ef74bc71ed65531acc14cb5ca,1
1374,52.2495|-113.7551,199.126.120.12,CAN,1601555194,ios,wifi,7,GPS,"\\""""",7b888b3516dd200710b6996ce5357069,1
1375,45.3345|-75.8071,199.7.157.74,CAN,1601555924,android,carrier,9,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
1376,43.7242|-79.3031,50.101.92.29,CAN,1601553965,ios,wifi,12,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1377,49.7232|-113.4070,24.66.36.12,CAN,1601553792,ios,na,4,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1378,44.1261|-79.1197,72.143.254.100,CAN,1601556602,android,wifi,5293,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,2
1379,44.8596|-75.2013,67.247.141.163,CAN,1601554531,android,na,5,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
1380,43.8605|-79.2834,"\\""""",CAN,1601553782,android,na,13,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1381,49.3329|-123.0891,24.244.23.205,CAN,1601557197,ios,wifi,9,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1382,45.5897|-74.4742,24.114.108.241,CAN,1601555605,ios,carrier,6,GPS,"\\""""",d898e837de3631e2157cf5e18fe02d4b,1
1383,43.7846|-79.6589,72.136.123.237,CAN,1601554212,ios,carrier,13,GPS,"\\""""",b0c0d5eb2f74341929b32404aee24855,1
1384,43.4361|-80.5277,"\\""""",CAN,1601553690,android,na,12,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1385,49.9254|-97.0684,24.76.170.114,CAN,1601556921,android,wifi,8,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
1386,51.2506|-114.0256,"\\""""",CAN,1601555756,android,na,10,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1387,45.5543|-73.4989,"\\""""",CAN,1601555915,android,na,13,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1388,52.8803|-105.3665,174.90.223.224,CAN,1601554291,android,carrier,5,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
1389,45.5634|-73.7074,216.209.168.108,CAN,1601554418,android,wifi,15,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1390,49.0308|-122.7986,174.1.73.253,CAN,1601555630,android,na,10,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
1391,51.1133|-113.9403,68.145.149.31,CAN,1601555984,ios,wifi,7,GPS,"\\""""",3f65af3c6159cbabb049e6687c47c514,1
1392,45.4650|-73.8642,76.69.111.238,CAN,1601554730,ios,wifi,12,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
1393,42.2522|-82.9344,209.171.88.219,CAN,1601556800,android,na,15,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1394,43.8518|-79.3428,216.172.36.126,CAN,1601554221,ios,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1395,43.8559|-79.0350,72.136.106.187,CAN,1601555993,android,carrier,4330,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
1396,45.6577|-73.9339,70.30.225.148,CAN,1601555882,android,wifi,4797,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1397,45.5318|-73.6410,107.159.41.26,CAN,1601556918,ios,wifi,8,GPS,"\\""""",c6f3d49a1c99d06b72ba181ecf7d8f9c,1
1398,50.9659|-114.0704,207.228.78.21,CAN,1601556640,android,carrier,5,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
1399,44.0975|-79.0495,67.69.69.238,CAN,1601556402,android,carrier,9,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
1400,45.5258|-73.8027,45.42.72.178,CAN,1601554371,android,na,19,GPS,"\\""""",3ace05942138df07ecf098f688f277dc,1
1401,46.1070|-64.8508,"\\""""",CAN,1601555396,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1402,43.6405|-79.4511,199.246.162.15,CAN,1601554549,ios,wifi,6,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
1403,45.2087|-72.7145,"\\""""",CAN,1601553788,android,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1404,43.1489|-80.7332,99.226.170.111,CAN,1601557147,android,wifi,11,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1405,55.1524|-118.8105,207.228.78.97,CAN,1601555777,ios,carrier,9,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
1406,43.5676|-65.5755,64.66.213.31,CAN,1601554805,android,wifi,4228,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1407,45.8498|-73.5168,"\\""""",CAN,1601553957,android,na,10,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1408,47.5279|-52.7999,174.117.79.250,CAN,1601555228,android,wifi,6,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1409,48.4143|-71.2460,96.21.133.164,CAN,1601555066,android,wifi,10,GPS,"\\""""",5d4088e1acd85b90787b91bbf59f9b30,1
1410,47.6088|-52.7182,"\\""""",CAN,1601557109,android,na,4,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
1411,43.9001|-78.8496,199.7.157.14,CAN,1601554773,ios,carrier,9,GPS,"\\""""",89b0a9c08a5e1745f533a9a043a4ef10,1
1412,46.3630|-72.5310,184.163.22.89,CAN,1601555185,ios,wifi,6,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
1413,43.7799|-79.3662,"\\""""",CAN,1601555251,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1414,45.5681|-73.6300,184.164.19.167,CAN,1601553887,android,wifi,30,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1415,44.2643|-76.5131,216.185.91.89,CAN,1601556180,ios,wifi,5,GPS,"\\""""",66da3803a428e0a6fd3018a48060d2d8,1
1416,45.2134|-75.6591,174.114.198.7,CAN,1601554895,ios,wifi,7,GPS,"\\""""",4dbd18754728fc6244bc06ff8742707e,1
1417,49.9347|-97.0931,50.72.143.218,CAN,1601557140,android,wifi,11,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1418,44.2127|-80.1160,142.51.232.225,CAN,1601554807,ios,wifi,14,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
1419,43.7012|-79.5162,99.224.56.204,CAN,1601557076,android,wifi,17,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1420,43.6486|-79.5448,184.144.86.87,CAN,1601556091,ios,wifi,19,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1421,45.5468|-73.6379,"\\""""",CAN,1601556888,ios,na,10,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
1422,49.0450|-122.8027,"\\""""",CAN,1601554046,android,na,21,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1423,45.4793|-73.6638,74.15.219.125,CAN,1601553750,ios,wifi,29,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1424,52.3885|-106.1555,"\\""""",CAN,1601555964,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1425,45.3768|-71.8960,"\\""""",CAN,1601556132,android,na,17,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1426,50.5089|-104.4081,108.60.177.246,CAN,1601555727,ios,wifi,7,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1427,43.7474|-79.5092,173.206.173.194,CAN,1601553745,ios,wifi,10,GPS,"\\""""",4dbd18754728fc6244bc06ff8742707e,1
1428,51.0574|-113.8168,69.168.160.187,CAN,1601554801,android,wifi,9,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1429,45.5802|-73.6020,24.201.72.237,CAN,1601556518,ios,wifi,14,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1430,53.6348|-113.4541,"\\""""",CAN,1601555520,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1431,45.6216|-73.7318,24.201.230.233,CAN,1601554829,android,wifi,2894,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1432,50.4505|-104.5576,207.47.206.19,CAN,1601555284,android,wifi,2134,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1433,52.2022|-105.1327,24.72.8.43,CAN,1601555786,ios,na,19,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1434,43.6451|-79.3991,104.192.44.102,CAN,1601555902,android,na,9,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1435,50.7122|-98.0327,205.200.145.223,CAN,1601555502,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1436,51.0501|-114.0853,184.64.97.73,CAN,1601555322,ios,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1437,49.4078|-82.4037,66.206.236.91,CAN,1601554164,android,wifi,8,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1438,42.9977|-79.2389,192.186.86.122,CAN,1601554454,android,wifi,10,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1439,45.7657|-73.4192,142.118.93.162,CAN,1601556492,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1440,48.4545|-123.3931,154.20.43.5,CAN,1601553646,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1441,51.0160|-114.0770,172.86.187.18,CAN,1601555010,android,wifi,17,GPS,"\\""""",d78ff2f41cbef879305640b157e5d03b,1
1442,51.1100|-114.0816,70.77.111.62,CAN,1601554375,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1443,50.4634|-104.5981,207.195.86.14,CAN,1601556426,ios,carrier,3,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
1444,53.5698|-113.4441,75.158.60.69,CAN,1601556883,android,wifi,15,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1445,49.1137|-122.8027,70.71.140.11,CAN,1601556286,android,wifi,3,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1446,48.4157|-89.3170,38.39.74.29,CAN,1601555994,android,wifi,11,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
1447,44.8028|-63.6885,142.166.60.202,CAN,1601554591,android,wifi,12,GPS,"\\""""",fd65d1d372782cc481122f9f6ad0f1fc,1
1448,50.2706|-107.7980,207.47.175.16,CAN,1601555898,android,wifi,8,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1449,45.4470|-75.4664,70.53.101.201,CAN,1601554598,ios,wifi,10,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1450,55.1540|-118.7845,24.222.160.79,CAN,1601555725,android,wifi,11,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1451,44.3566|-76.1056,161.216.164.33,CAN,1601556736,android,carrier,7,GPS,"\\""""",196022c89f1673d9f51962270b5b97d2,1
1452,45.9887|-66.6542,174.119.8.152,CAN,1601554823,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1453,43.7148|-79.5573,99.255.205.11,CAN,1601557013,android,wifi,4,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1454,43.9422|-79.3800,"\\""""",CAN,1601554361,android,na,12,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1455,52.5462|-105.9693,"\\""""",CAN,1601556720,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1456,50.6456|-117.5275,208.181.95.34,CAN,1601554269,ios,wifi,7,GPS,"\\""""",6062f039cc76095f2e0f44a1e748d221,1
1457,43.6577|-79.5457,199.119.233.129,CAN,1601554349,android,na,7104,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1458,46.3641|-72.5966,"\\""""",CAN,1601554650,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1459,43.6541|-79.3866,24.114.61.47,CAN,1601556732,ios,carrier,9,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
1460,45.4409|-73.7188,142.118.251.135,CAN,1601554218,android,wifi,9,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1461,45.5913|-73.4397,144.172.236.146,CAN,1601555295,ios,wifi,17,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1462,42.9738|-80.1258,67.69.69.182,CAN,1601556054,android,carrier,27,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
1463,43.8559|-79.5098,72.140.194.152,CAN,1601556610,android,wifi,5596,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1464,46.8550|-71.2115,24.114.103.222,CAN,1601555837,android,carrier,3,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
1465,45.3624|-73.5632,184.160.162.78,CAN,1601553633,android,wifi,8,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1466,43.1159|-79.8078,72.141.123.124,CAN,1601556678,ios,wifi,7,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
1467,47.5205|-52.8171,142.167.36.239,CAN,1601556845,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1468,46.1549|-60.1848,192.75.96.182,CAN,1601555292,android,wifi,5,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1469,47.3503|-68.2042,107.77.225.140,CAN,1601555813,ios,na,6,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
1470,46.6497|-81.0042,67.204.235.82,CAN,1601555363,android,WIFI,25,GPS,"\\""""",f83b59e6e179498aa24c81c540052f4d,1
1471,53.5432|-113.5872,"\\""""",CAN,1601553867,android,na,13,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1472,43.4309|-80.4501,192.252.163.244,CAN,1601555014,ios,wifi,8,GPS,"\\""""",c6f3d49a1c99d06b72ba181ecf7d8f9c,1
1473,49.0357|-122.7858,209.52.88.217,CAN,1601556140,android,na,14,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
1474,50.0446|-119.3892,23.16.99.153,CAN,1601555198,android,wifi,3,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1475,49.3104|-99.2563,69.168.164.215,CAN,1601555984,ios,na,20,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1476,43.6286|-79.4799,"\\""""",CAN,1601555091,android,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1477,45.8018|-74.0474,142.184.89.163,CAN,1601554255,android,wifi,1663,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1478,44.9701|-64.9196,64.66.213.236,CAN,1601556441,android,wifi,11,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1479,43.2252|-79.8941,24.50.174.175,CAN,1601553743,android,wifi,10290,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1480,48.4392|-123.5168,"\\""""",CAN,1601554261,android,na,22,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1481,50.4389|-119.2051,206.116.229.129,CAN,1601553898,android,wifi,8,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1482,45.3132|-75.2444,"\\""""",CAN,1601554506,ios,na,12,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1483,44.3607|-79.6154,99.233.204.248,CAN,1601555398,android,wifi,5,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1484,52.6398|-110.2231,207.195.86.131,CAN,1601555868,android,na,13,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1485,46.3255|-63.6052,96.30.167.40,CAN,1601556001,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1486,50.6456|-117.5275,208.181.95.34,CAN,1601553750,ios,wifi,14,GPS,"\\""""",6062f039cc76095f2e0f44a1e748d221,1
1487,43.3511|-80.2942,70.29.66.203,CAN,1601556461,ios,wifi,13,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1488,45.4414|-73.7014,45.74.75.151,CAN,1601553711,android,wifi,9565,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
1489,46.2391|-72.5882,69.51.240.238,CAN,1601555283,ios,wifi,10,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1490,45.7102|-65.5824,216.208.243.235,CAN,1601553657,ios,na,8,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1491,43.7473|-79.2846,199.7.157.45,CAN,1601554624,android,na,6,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1492,50.4296|-104.6260,207.195.72.131,CAN,1601554842,ios,wifi,5,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1493,45.5724|-73.6846,74.58.44.250,CAN,1601555331,android,wifi,8,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1494,45.5248|-75.7664,24.203.182.236,CAN,1601556671,ios,wifi,5,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
1495,43.9905|-79.4607,76.64.150.63,CAN,1601556520,android,wifi,4,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1496,49.1303|-122.8878,75.155.220.219,CAN,1601557070,ios,na,30,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1497,45.4856|-73.4869,"\\""""",CAN,1601553639,ios,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1498,49.0665|-122.3113,184.65.112.229,CAN,1601555836,ios,wifi,18,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1499,43.3219|-79.8053,64.231.55.250,CAN,1601554222,android,wifi,21,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1500,45.4839|-75.6697,"\\""""",CAN,1601556990,ios,na,6,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
1501,49.0802|-66.5019,66.110.170.166,CAN,1601554692,android,na,6,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1502,53.5281|-113.5830,68.149.44.131,CAN,1601555453,android,wifi,15,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
1503,45.5949|-73.1429,"\\""""",CAN,1601555346,ios,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
1504,45.5262|-73.9578,174.88.86.187,CAN,1601553880,ios,wifi,10,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
1505,43.7658|-79.7393,173.33.70.152,CAN,1601554236,android,wifi,11875,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1506,53.2937|-110.0159,184.68.247.146,CAN,1601553932,android,wifi,7,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
1507,45.0450|-78.4933,192.24.41.33,CAN,1601554377,android,na,8,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
1508,49.9108|-97.0900,207.161.5.82,CAN,1601554734,android,wifi,18,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
1509,46.0880|-64.7791,47.54.2.195,CAN,1601554963,ios,wifi,10,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,2
1510,45.4234|-73.8063,67.69.76.70,CAN,1601556914,android,carrier,15,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
1511,49.2500|-123.1333,24.76.98.209,CAN,1601554183,android,wifi,86657,GPS,"\\""""",1987c5fa941e88221b4da52528864664,2
1512,51.0940|-113.9451,68.145.64.85,CAN,1601557069,android,wifi,2,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
1513,43.6757|-79.8187,50.100.148.98,CAN,1601554456,android,wifi,7088,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
